"labels","Time","Line","tsNs","id"
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:54.3841004Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:54.3841589Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:54.384247114Z""}",1710756834384,"{""time"":""2024-03-18T10:13:54.384247114Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:54.3841589Z"",""_msg"":""2024-03-18T10:13:54.3841004Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756834384247114,1710756834384247114_2e7ffd30
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:54.3589889Z [Information] 目標角標序號：87，unapplyTag執行完成"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:54.3590771Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:54.359233889Z""}",1710756834359,"{""time"":""2024-03-18T10:13:54.359233889Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:54.3590771Z"",""_msg"":""2024-03-18T10:13:54.3589889Z [Information] 目標角標序號：87，unapplyTag執行完成"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756834359233889,1710756834359233889_2d5e974
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:53.4522043Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:53.4523260Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:53.453964572Z""}",1710756833453,"{""time"":""2024-03-18T10:13:53.453964572Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:53.4523260Z"",""_msg"":""2024-03-18T10:13:53.4522043Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756833453964572,1710756833453964572_86868568
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:53.4242959Z [Information] 目標角標序號：86，unapplyTag執行完成"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:53.4243794Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:53.424503842Z""}",1710756833424,"{""time"":""2024-03-18T10:13:53.424503842Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:53.4243794Z"",""_msg"":""2024-03-18T10:13:53.4242959Z [Information] 目標角標序號：86，unapplyTag執行完成"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756833424503842,1710756833424503842_db85e2bc
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:52.3719175Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::86, N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:52.3720144Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:52.372151762Z""}",1710756832372,"{""time"":""2024-03-18T10:13:52.372151762Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:52.3720144Z"",""_msg"":""2024-03-18T10:13:52.3719175Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::86, N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756832372151762,1710756832372151762_10cbd52a
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:52.3475149Z [Information] 目標角標序號：85，unapplyTag執行完成"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:52.3476082Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:52.34774025Z""}",1710756832347,"{""time"":""2024-03-18T10:13:52.34774025Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:52.3476082Z"",""_msg"":""2024-03-18T10:13:52.3475149Z [Information] 目標角標序號：85，unapplyTag執行完成"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756832347740250,1710756832347740250_93769ec2
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:51.4301401Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::85, N1-S-ProductBadge::86, N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:51.4302031Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:51.430288356Z""}",1710756831430,"{""time"":""2024-03-18T10:13:51.430288356Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:51.4302031Z"",""_msg"":""2024-03-18T10:13:51.4301401Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::85, N1-S-ProductBadge::86, N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756831430288356,1710756831430288356_61ce4f62
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:51.4103859Z [Information] 目標角標序號：84，unapplyTag執行完成"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:51.4104754Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:51.41063158Z""}",1710756831410,"{""time"":""2024-03-18T10:13:51.41063158Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:51.4104754Z"",""_msg"":""2024-03-18T10:13:51.4103859Z [Information] 目標角標序號：84，unapplyTag執行完成"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756831410631580,1710756831410631580_c2da188c
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:50.5269792Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::84, N1-S-ProductBadge::85, N1-S-ProductBadge::86, N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:50.5270465Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:50.52714725Z""}",1710756830527,"{""time"":""2024-03-18T10:13:50.52714725Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:50.5270465Z"",""_msg"":""2024-03-18T10:13:50.5269792Z [Information] Get Tagging Data API Result : ItemId : 3709 ItemType : product TagValues : N1-S-ProductBadge::84, N1-S-ProductBadge::85, N1-S-ProductBadge::86, N1-S-ProductBadge::87, N1-S-ProductBadge::89, N1-S-ProductBadge::90, N1-S-ProductBadge::91, N1-S-ProductBadge::92, N1-S-ProductBadge::93, N1-S-ProductBadge::94, N1-S-ProductBadge::95, N1-S-ProductBadge::96, N1-S-ProductBadge::97, N1-S-ProductBadge::98, N1-S-ProductBadge::99, N1-S-ProductBadge::100"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756830527147249,1710756830527147249_7fcd1a3a
"{""__tenant_id__"":""fake"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_lt"":""Common"",""_lvl"":""Information"",""_msg"":""2024-03-18T10:13:50.5043343Z [Information] 目標角標序號：83，unapplyTag執行完成"",""_props_CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_props_GroupName"":""commerce-nmqv3.group1"",""_props_JobName"":""ProductBadgeArchiveJob"",""_props_LogRootPath"":""D:\\logs\\nmq"",""_props_TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_ts"":""2024-03-18T10:13:50.5044261Z"",""container"":""commerce-nmqv3-console-nmqv3worker"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker"",""kube_namespace"":""my-qa-commerce-nmqv3"",""service"":""my-qa-commerce-nmqv3"",""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""stream"":""stdout"",""time"":""2024-03-18T10:13:50.504560887Z""}",1710756830504,"{""time"":""2024-03-18T10:13:50.504560887Z"",""stream"":""stdout"",""_ts"":""2024-03-18T10:13:50.5044261Z"",""_msg"":""2024-03-18T10:13:50.5043343Z [Information] 目標角標序號：83，unapplyTag執行完成"",""_lvl"":""Information"",""_srctx"":""NMQ.Core.Router.ProcessPool.WorkerProcessPool"",""_lt"":""Common"",""_hid"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""_props"":{""TaskId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""SourceId"":"""",""JobName"":""ProductBadgeArchiveJob"",""GroupName"":""commerce-nmqv3.group1"",""CorrelationId"":""2d15e4fe-dfcf-45cc-ac61-5f6a98e2f492"",""LogRootPath"":""D:\\logs\\nmq""},""source"":""commerce-nmqv3-console-nmqv3worker-59786bdfb-hxdpg"",""kube_namespace"":""my-qa-commerce-nmqv3"",""kube_container_name"":""commerce-nmqv3-console-nmqv3worker""}",1710756830504560887,1710756830504560887_b8fe183a
